Record_ID,Year,Country,Region,Income_Level,Depression_Rate_Pct,Anxiety_Rate_Pct,Bipolar_Disorder_Rate_Pct,Schizophrenia_Rate_Pct,PTSD_Rate_Pct,Eating_Disorder_Rate_Pct,Substance_Use_Disorder_Pct,Suicide_Rate_Per_100k,Treatment_Gap_Pct,Healthcare_Access_Index,Psychiatrists_Per_100k,Govt_MentalHealth_Spending_PctGDP,Avg_Daily_Screen_Time_Hours,Unemployment_Rate_Pct,Urbanization_Rate_Pct,Social_Support_Index,Stigma_Index,Mental_Health_Crisis_Index,Crisis_Level
GMHCI-0674,2021,Tanzania,Africa,Low,6.57,7.12,1.35,0.668,7.59,2.04,4.0,7.16,95.6,6.6,0.5,0.22,10.8,10.7,54.2,92.7,85.9,53.06,High
GMHCI-0675,2016,Japan,Asia,High,9.69,13.9,0.61,0.409,1.09,2.71,5.34,6.93,33.6,77.2,10.2,4.68,3.9,20.7,45.6,80.5,29.7,45.32,Moderate
GMHCI-0676,2016,Colombia,South America,Upper-Middle,6.97,12.33,1.66,0.416,2.49,1.22,2.09,13.51,73.4,64.3,4.45,4.85,5.2,4.3,37.9,40.4,26.6,54.88,High
GMHCI-0677,2022,Pakistan,Asia,Lower-Middle,10.45,6.6,2.92,0.826,5.55,2.53,3.63,11.46,73.6,39.1,0.2,1.02,4.6,12.5,44.2,46.2,64.5,57.37,High
GMHCI-0678,2018,Italy,Europe,High,10.43,17.89,1.27,0.629,2.33,2.43,9.44,4.78,51.5,91.9,17.13,8.6,10.0,25.5,69.9,35.3,12.9,47.21,Moderate
GMHCI-0679,2016,Kenya,Africa,Lower-Middle,5.21,7.06,2.32,0.385,5.16,1.89,11.26,11.36,71.6,41.3,1.57,1.14,3.7,23.9,50.7,87.3,61.8,49.66,Moderate
GMHCI-0680,2021,Argentina,South America,Upper-Middle,12.95,12.27,0.51,0.699,3.16,0.5,10.01,7.14,62.2,58.3,3.69,4.0,5.1,16.0,76.4,27.8,32.5,53.45,High
GMHCI-0681,2023,Russia,Europe,Upper-Middle,13.2,10.07,2.54,0.547,1.71,3.47,5.66,6.27,62.6,62.6,7.83,4.26,4.9,10.9,45.6,78.9,45.1,52.54,High
GMHCI-0682,2022,China,Asia,Upper-Middle,6.62,12.39,0.59,0.674,3.87,1.35,5.81,13.12,68.2,60.2,4.87,2.26,8.4,22.9,60.7,24.5,44.3,55.76,High
GMHCI-0683,2023,Netherlands,Europe,High,17.61,11.64,2.22,0.486,4.95,1.9,2.44,13.13,42.2,88.2,23.11,5.03,7.9,12.7,43.9,46.6,15.0,61.99,High
GMHCI-0684,2024,Pakistan,Asia,Lower-Middle,9.86,12.62,1.12,0.984,5.8,1.41,3.04,4.27,72.9,36.3,1.15,0.51,9.7,22.4,70.7,35.7,63.0,51.71,High
GMHCI-0685,2024,Iran,Asia,Upper-Middle,9.48,12.68,1.53,0.211,6.79,2.86,7.17,11.62,52.0,51.6,3.05,3.53,10.8,27.3,83.0,76.6,56.9,57.33,High
GMHCI-0686,2020,New Zealand,Oceania,High,15.27,17.25,2.79,0.894,1.62,2.91,5.8,4.2,46.4,86.5,12.38,9.77,4.3,13.9,44.6,54.6,19.3,52.72,High
GMHCI-0687,2022,Spain,Europe,High,16.68,11.44,0.85,0.591,7.09,1.05,9.64,7.34,49.2,94.7,22.41,11.31,10.4,15.0,73.0,92.4,12.3,53.14,High
GMHCI-0688,2018,France,Europe,High,17.4,14.08,3.3,0.808,7.53,3.28,8.76,5.13,32.5,93.0,11.62,8.55,5.1,7.6,73.8,37.8,7.0,50.12,High
GMHCI-0689,2021,Italy,Europe,High,9.2,12.36,0.96,0.431,1.97,2.31,8.18,4.5,40.2,87.8,16.06,4.62,10.8,22.5,96.9,70.2,2.5,36.79,Moderate
GMHCI-0690,2022,Saudi Arabia,Asia,High,15.81,13.39,3.43,1.097,5.43,3.77,2.6,10.42,49.7,73.3,10.39,4.88,5.6,21.8,71.3,67.1,36.1,61.63,High
GMHCI-0691,2020,Ukraine,Europe,Lower-Middle,7.51,11.75,1.16,0.477,7.84,2.28,6.43,9.27,77.6,31.4,1.86,1.67,7.5,21.8,56.1,31.0,64.4,55.52,High
GMHCI-0692,2020,Philippines,Asia,Lower-Middle,6.44,13.58,1.82,0.205,3.71,2.61,4.96,4.71,71.4,37.6,0.48,2.17,4.6,11.3,56.6,58.7,62.5,48.14,Moderate
GMHCI-0693,2024,Argentina,South America,Upper-Middle,6.98,14.18,1.53,0.667,1.76,2.55,9.77,14.15,68.3,70.0,2.91,3.47,9.6,7.2,38.4,31.9,29.3,57.09,High
GMHCI-0694,2015,Kenya,Africa,Lower-Middle,5.67,5.82,1.87,0.677,2.08,3.06,1.8,4.94,75.9,37.6,1.57,1.07,10.4,20.6,43.4,29.2,56.3,40.09,Moderate
GMHCI-0695,2022,Sweden,Europe,High,15.77,21.06,2.9,0.722,7.51,2.15,8.4,9.2,53.2,79.9,21.17,7.99,7.6,20.0,31.7,26.7,23.8,65.54,High
GMHCI-0696,2023,South Africa,Africa,Upper-Middle,13.61,14.16,2.77,0.866,2.68,1.6,10.4,17.15,68.3,65.2,6.25,3.25,10.4,6.5,49.2,74.4,41.9,72.33,High
GMHCI-0697,2022,Canada,North America,High,12.64,11.58,2.77,0.757,6.66,2.72,5.38,11.08,54.9,85.2,24.06,6.53,7.8,14.4,78.8,69.9,24.3,55.52,High
GMHCI-0698,2023,Iran,Asia,Upper-Middle,8.23,14.79,0.75,0.227,8.64,1.8,7.15,7.09,50.1,73.7,6.49,5.14,9.8,22.2,32.6,36.3,25.8,46.26,Moderate
GMHCI-0699,2018,Brazil,South America,Upper-Middle,8.57,8.12,2.83,0.845,2.16,2.87,7.97,14.46,59.6,65.9,6.37,4.45,9.7,17.5,47.0,37.3,32.9,53.43,High
GMHCI-0700,2022,Colombia,South America,Upper-Middle,12.62,12.72,1.44,1.04,6.3,1.6,8.85,6.96,71.2,73.3,7.0,4.74,3.8,15.6,57.8,91.9,30.7,54.26,High
GMHCI-0701,2021,Australia,Oceania,High,12.9,17.78,2.02,0.9,6.34,3.44,1.69,7.17,29.0,94.8,14.56,6.37,3.0,5.9,63.2,79.6,1.4,48.69,Moderate
GMHCI-0702,2015,Nigeria,Africa,Lower-Middle,4.63,11.17,1.56,1.138,7.04,3.15,11.34,3.15,78.3,30.8,0.13,2.07,5.4,7.4,48.3,45.6,71.7,43.7,Moderate
GMHCI-0703,2018,Netherlands,Europe,High,13.81,15.97,3.17,0.884,7.81,2.93,2.17,13.12,29.9,97.6,23.66,9.8,5.7,8.1,51.6,78.9,0.0,56.5,High
GMHCI-0704,2018,Argentina,South America,Upper-Middle,14.19,14.52,1.06,0.817,7.18,1.21,2.88,12.23,50.7,61.1,5.91,3.58,9.0,11.4,58.6,79.7,31.3,62.35,High
GMHCI-0705,2021,Egypt,Africa,Lower-Middle,7.56,6.81,2.88,0.578,2.09,0.65,7.39,8.28,80.2,32.6,1.2,2.45,8.1,21.9,96.8,83.2,58.2,49.2,Moderate
GMHCI-0706,2017,Spain,Europe,High,8.55,16.07,2.49,0.574,3.22,2.88,6.74,14.46,35.6,80.5,9.62,4.74,5.4,20.4,53.1,54.5,26.7,56.02,High
GMHCI-0707,2020,Norway,Europe,High,8.15,19.53,1.52,1.151,1.7,3.57,10.2,5.74,50.6,94.4,17.78,11.44,8.3,13.4,82.5,33.4,0.0,44.79,Moderate
GMHCI-0708,2020,Philippines,Asia,Lower-Middle,6.06,6.34,1.6,0.442,5.66,2.72,1.55,11.15,84.1,41.5,1.88,2.27,8.5,20.0,59.9,59.9,65.6,52.38,High
GMHCI-0709,2024,Argentina,South America,Upper-Middle,7.08,11.84,2.14,0.72,8.44,1.98,10.9,9.94,61.9,54.6,8.91,5.06,6.1,18.8,87.9,63.0,51.2,51.56,High
GMHCI-0710,2022,Tanzania,Africa,Low,6.9,5.94,0.92,0.565,4.54,2.69,3.76,4.54,91.6,11.4,0.29,0.78,4.4,21.5,87.8,79.6,87.3,48.4,Moderate
GMHCI-0711,2018,Mexico,North America,Upper-Middle,11.98,10.08,1.96,0.783,7.8,3.38,5.03,8.66,61.4,53.0,7.98,5.71,9.1,16.4,27.1,39.2,45.6,54.07,High
GMHCI-0712,2023,Thailand,Asia,Upper-Middle,13.71,8.35,1.28,0.494,6.37,3.53,7.5,15.25,71.6,72.2,2.39,4.8,7.2,9.5,47.5,29.5,37.8,64.44,High
GMHCI-0713,2017,Vietnam,Asia,Lower-Middle,10.68,11.31,2.11,1.039,8.79,3.08,4.37,6.32,81.2,28.6,0.29,1.3,10.8,11.7,77.4,83.9,67.0,56.37,High
GMHCI-0714,2020,United States,North America,High,10.87,18.41,0.88,0.487,5.85,2.4,6.96,15.16,48.1,78.7,18.22,8.02,6.5,10.7,61.9,63.5,16.6,62.74,High
GMHCI-0715,2020,Egypt,Africa,Lower-Middle,11.81,6.55,0.87,0.382,5.52,1.95,8.68,4.22,87.2,22.6,1.89,0.71,6.6,15.0,67.7,81.1,70.4,52.13,High
GMHCI-0716,2019,Netherlands,Europe,High,12.2,15.39,1.26,0.715,2.55,2.89,7.84,4.47,31.5,85.6,17.62,11.04,8.2,21.8,85.5,22.2,13.7,44.02,Moderate
GMHCI-0717,2016,Indonesia,Asia,Lower-Middle,10.23,8.85,1.58,0.323,1.68,2.88,10.09,8.76,87.3,30.9,0.46,1.96,6.2,6.5,82.3,67.2,72.7,58.69,High
GMHCI-0718,2022,Russia,Europe,Upper-Middle,12.34,13.23,1.14,1.177,2.18,3.42,5.26,13.85,64.7,56.8,6.63,3.12,9.3,2.3,78.1,94.7,39.9,64.29,High
GMHCI-0719,2022,China,Asia,Upper-Middle,14.0,8.87,2.52,0.473,3.38,1.29,10.09,10.95,65.4,70.5,3.89,4.72,6.4,8.2,31.1,71.4,38.2,58.46,High
GMHCI-0720,2024,Indonesia,Asia,Lower-Middle,5.82,12.4,1.98,0.646,8.03,3.53,5.7,11.18,81.9,37.4,1.77,2.1,10.1,16.5,71.2,83.8,64.1,57.03,High
GMHCI-0721,2017,Vietnam,Asia,Lower-Middle,6.09,7.7,1.93,0.506,3.35,2.87,11.0,11.04,74.5,35.4,0.94,1.2,10.4,26.5,83.4,21.6,55.8,50.56,High
GMHCI-0722,2016,Canada,North America,High,13.7,10.84,2.58,1.024,6.82,3.0,6.99,8.77,47.9,91.0,21.17,5.37,7.1,24.0,90.7,24.2,6.0,49.29,Moderate
GMHCI-0723,2023,Australia,Oceania,High,8.2,11.09,2.43,0.936,2.85,1.71,6.31,6.02,28.1,76.7,11.01,10.09,9.7,4.3,33.4,29.2,20.1,37.15,Moderate
GMHCI-0724,2023,Mexico,North America,Upper-Middle,13.37,16.79,2.84,1.037,6.65,0.98,5.41,15.45,52.7,52.5,4.43,5.43,8.2,26.4,39.9,94.3,42.0,69.66,High
GMHCI-0725,2023,South Korea,Asia,High,12.34,16.51,1.69,0.496,3.53,1.27,4.16,6.98,52.4,84.6,9.42,9.52,5.3,13.7,31.8,24.1,6.6,50.85,High
GMHCI-0726,2022,China,Asia,Upper-Middle,6.92,16.76,1.01,0.238,4.7,0.56,8.77,8.0,65.5,60.2,7.62,5.58,4.1,6.0,44.4,61.9,40.3,52.03,High
GMHCI-0727,2015,Mexico,North America,Upper-Middle,14.45,9.09,0.62,0.253,6.85,3.05,2.5,12.09,64.4,58.1,2.97,3.06,9.2,27.6,25.0,33.6,39.2,60.86,High
GMHCI-0728,2017,Nigeria,Africa,Lower-Middle,9.01,5.69,1.11,0.229,5.27,2.23,2.83,6.44,75.6,33.5,1.65,1.37,6.6,8.2,64.5,86.7,56.9,46.74,Moderate
GMHCI-0729,2019,Spain,Europe,High,11.31,21.96,3.12,0.216,7.23,2.78,1.58,9.77,53.3,94.5,14.6,8.82,3.5,6.3,70.2,22.0,4.1,58.01,High
GMHCI-0730,2020,Philippines,Asia,Lower-Middle,9.04,6.23,3.12,0.8,6.3,1.49,11.47,7.83,76.8,38.1,0.35,2.47,7.9,3.2,56.7,58.6,69.8,51.32,High
GMHCI-0731,2018,Mexico,North America,Upper-Middle,11.53,17.8,2.78,0.292,3.69,3.72,9.54,15.27,63.4,55.4,8.55,3.58,7.9,11.3,94.0,20.7,49.8,70.58,High
GMHCI-0732,2024,India,Asia,Lower-Middle,10.24,5.94,2.07,1.136,1.41,0.94,11.1,4.15,84.5,39.9,0.33,1.77,8.1,20.9,48.8,34.4,68.1,48.53,Moderate
GMHCI-0733,2024,Nigeria,Africa,Lower-Middle,6.93,11.23,2.87,0.93,1.42,3.86,11.42,10.0,70.5,42.1,1.29,0.84,9.9,10.6,93.9,39.9,60.1,53.53,High
GMHCI-0734,2024,Australia,Oceania,High,16.25,20.16,0.9,0.339,1.22,0.83,7.27,6.3,54.9,71.2,15.55,7.47,5.3,27.4,97.1,70.2,37.7,63.7,High
GMHCI-0735,2015,Vietnam,Asia,Lower-Middle,10.0,13.81,1.12,0.218,8.26,2.86,3.63,5.43,71.2,40.1,0.64,2.21,7.5,14.6,62.5,22.1,66.7,54.89,High
GMHCI-0736,2024,Netherlands,Europe,High,11.15,11.67,2.87,1.094,6.04,3.3,3.76,9.6,50.7,82.6,18.59,9.22,10.8,25.7,67.9,43.5,24.2,50.82,High
GMHCI-0737,2022,Colombia,South America,Upper-Middle,7.08,10.36,1.9,0.967,8.66,1.38,11.66,15.66,54.2,49.6,2.22,3.96,4.0,7.8,43.1,53.8,46.8,56.32,High
GMHCI-0738,2017,South Africa,Africa,Upper-Middle,8.0,17.78,3.17,0.958,2.27,0.7,4.56,16.37,56.2,47.6,8.03,5.7,5.9,3.0,41.6,61.0,55.2,66.89,High
GMHCI-0739,2017,Sweden,Europe,High,9.77,21.63,1.18,0.833,3.48,1.25,2.32,11.08,34.3,77.8,20.34,8.92,9.0,18.9,84.0,59.4,19.3,56.77,High
GMHCI-0740,2020,Nigeria,Africa,Lower-Middle,5.67,5.66,2.44,0.86,3.52,1.11,8.37,10.36,81.4,35.6,0.29,0.85,4.3,11.3,60.8,30.9,57.8,48.54,Moderate
GMHCI-0741,2022,Germany,Europe,High,15.38,19.69,2.24,0.485,5.49,3.12,10.1,8.02,28.0,88.6,19.78,10.62,11.0,23.6,97.2,65.5,14.7,56.89,High
GMHCI-0742,2016,Kenya,Africa,Lower-Middle,4.72,5.16,2.22,0.769,4.71,1.62,1.89,9.67,79.1,22.4,0.52,1.33,4.3,16.8,37.8,54.4,85.1,49.55,Moderate
GMHCI-0743,2024,Turkey,Asia,Upper-Middle,7.99,14.04,3.36,0.671,3.23,0.65,3.85,10.93,68.9,55.9,3.84,2.85,8.0,9.3,67.8,77.0,52.7,57.49,High
GMHCI-0744,2015,Italy,Europe,High,8.67,19.62,1.64,0.413,3.81,2.98,7.16,12.7,39.1,91.3,20.36,8.85,5.4,5.8,74.1,71.3,12.0,55.3,High
GMHCI-0745,2017,South Africa,Africa,Upper-Middle,7.84,8.29,1.95,0.57,8.3,1.3,3.18,6.81,58.5,50.9,5.52,2.66,7.2,21.1,84.5,59.8,45.1,43.6,Moderate
GMHCI-0746,2018,Vietnam,Asia,Lower-Middle,8.75,5.13,2.8,0.261,4.77,2.9,3.07,5.9,87.7,41.3,1.3,1.49,7.1,6.8,78.4,83.9,52.5,46.31,Moderate
GMHCI-0747,2019,Norway,Europe,High,16.61,19.45,1.5,0.868,7.87,1.96,9.15,13.11,38.3,95.5,16.36,11.03,10.7,11.4,52.2,91.8,0.0,64.82,High
GMHCI-0748,2017,France,Europe,High,9.49,11.08,2.92,1.019,5.37,1.31,5.83,4.15,30.3,85.4,22.39,9.67,5.3,7.9,27.6,35.7,17.9,36.34,Moderate
GMHCI-0749,2019,Canada,North America,High,11.42,21.49,2.61,0.774,6.56,3.85,4.62,15.33,32.3,91.5,23.2,10.04,10.2,13.3,64.9,81.0,12.5,63.51,High
GMHCI-0750,2020,India,Asia,Lower-Middle,7.21,8.88,0.86,0.962,5.03,3.19,11.26,7.48,74.0,31.9,1.28,0.6,6.8,26.8,71.1,43.5,68.2,50.03,High
GMHCI-0751,2018,Nigeria,Africa,Lower-Middle,8.01,7.85,2.31,0.813,3.44,1.62,9.33,6.74,72.9,40.8,1.7,1.36,6.4,4.9,90.5,48.1,65.0,48.53,Moderate
GMHCI-0752,2022,Philippines,Asia,Lower-Middle,7.97,13.78,2.76,0.542,7.59,3.82,3.1,10.76,82.2,25.3,1.21,1.77,7.1,25.7,62.8,50.5,82.1,63.44,High
GMHCI-0753,2019,Tanzania,Africa,Low,7.56,7.57,0.59,0.905,2.9,0.75,5.25,6.01,90.2,6.8,0.36,0.93,8.1,12.0,74.1,28.0,89.5,52.96,High
GMHCI-0754,2023,United Kingdom,Europe,High,14.19,18.11,1.82,0.982,8.13,3.73,7.9,14.37,46.0,71.9,23.22,4.32,9.5,8.3,61.2,75.0,20.4,66.23,High
GMHCI-0755,2015,Ethiopia,Africa,Low,7.72,5.26,2.64,1.15,6.92,2.43,9.65,2.66,96.2,24.8,0.1,0.99,5.3,13.0,97.8,27.7,84.5,46.6,Moderate
GMHCI-0756,2018,Indonesia,Asia,Lower-Middle,6.9,12.19,2.99,1.148,2.27,3.91,10.42,3.22,84.9,28.9,1.65,2.09,3.7,4.6,58.3,57.4,65.2,47.91,Moderate
GMHCI-0757,2020,France,Europe,High,17.04,13.05,2.72,0.805,1.75,2.36,7.8,14.46,35.0,77.4,13.55,7.26,5.7,27.8,43.2,40.3,19.0,63.82,High
GMHCI-0758,2015,United States,North America,High,13.23,15.69,2.5,0.375,1.5,2.33,6.78,9.28,28.0,97.9,16.68,4.93,7.5,10.4,28.2,28.9,0.0,49.81,Moderate
GMHCI-0759,2021,France,Europe,High,15.83,18.24,2.96,0.73,2.07,2.42,2.47,10.29,39.6,84.4,8.24,8.67,7.1,7.1,43.9,89.2,22.1,62.24,High
GMHCI-0760,2015,Kenya,Africa,Lower-Middle,5.55,11.23,2.23,1.046,4.06,1.74,3.48,11.1,74.1,42.4,1.0,2.18,9.7,12.6,38.5,56.8,66.5,54.65,High
GMHCI-0761,2023,Pakistan,Asia,Lower-Middle,9.43,10.68,0.58,0.595,4.02,1.76,2.5,3.5,74.6,40.6,1.97,1.5,4.2,21.3,65.4,81.9,54.1,47.2,Moderate
GMHCI-0762,2021,Iran,Asia,Upper-Middle,6.14,14.78,2.2,0.594,2.24,2.59,10.04,14.82,58.2,69.1,3.94,5.57,6.3,9.6,74.2,94.5,25.9,55.34,High
GMHCI-0763,2018,Indonesia,Asia,Lower-Middle,9.33,6.51,2.11,0.827,7.62,0.76,8.65,7.22,82.9,49.6,0.88,0.87,9.8,4.1,67.1,71.6,55.0,49.84,Moderate
GMHCI-0764,2020,Argentina,South America,Upper-Middle,9.21,16.42,1.81,1.174,3.38,1.62,5.83,14.55,65.5,75.0,8.98,2.51,3.4,7.9,44.2,30.0,30.8,62.57,High
GMHCI-0765,2017,Tanzania,Africa,Low,8.17,7.12,1.53,0.678,8.82,1.63,8.73,6.91,88.6,9.8,0.28,0.47,10.4,27.7,39.0,69.3,83.9,53.56,High
GMHCI-0766,2016,Italy,Europe,High,11.0,10.62,0.63,1.177,1.65,0.67,9.24,15.09,37.7,97.3,16.51,10.66,4.8,8.3,94.8,64.8,0.0,51.66,High
GMHCI-0767,2023,Mexico,North America,Upper-Middle,9.43,11.15,1.31,0.315,5.5,1.23,2.39,17.45,64.6,55.6,7.86,3.4,8.9,13.0,45.7,73.6,52.4,65.22,High
GMHCI-0768,2021,Bangladesh,Asia,Lower-Middle,8.63,11.46,0.71,0.71,2.76,0.9,4.99,8.86,78.2,45.5,0.88,2.42,7.1,26.6,78.7,74.3,63.3,56.17,High
GMHCI-0769,2020,Mexico,North America,Upper-Middle,8.45,13.58,2.68,1.05,8.34,3.31,6.29,14.55,66.2,74.9,8.51,5.31,8.7,9.0,28.1,94.8,23.0,57.87,High
GMHCI-0770,2019,China,Asia,Upper-Middle,8.83,10.12,1.76,1.119,4.25,0.7,9.9,16.74,59.4,58.8,9.7,2.13,3.8,12.7,75.8,39.8,35.0,59.06,High
GMHCI-0771,2016,Italy,Europe,High,14.69,10.02,1.56,0.923,5.89,3.6,1.79,15.84,53.4,89.4,8.32,8.36,9.9,25.8,75.1,27.3,15.0,61.94,High
GMHCI-0772,2015,Russia,Europe,Upper-Middle,11.94,10.59,2.15,0.681,4.88,1.89,11.2,5.12,61.3,53.5,2.27,3.62,8.2,17.2,37.1,80.8,48.4,49.96,Moderate
GMHCI-0773,2016,China,Asia,Upper-Middle,8.97,16.99,2.12,0.908,2.77,2.33,9.77,14.8,69.2,55.9,9.05,2.44,7.7,22.3,44.4,85.0,52.2,66.88,High
GMHCI-0774,2016,Egypt,Africa,Lower-Middle,8.1,6.3,1.28,0.335,4.57,2.86,4.03,5.46,84.7,43.3,1.66,0.72,3.9,14.3,91.0,36.0,47.7,44.68,Moderate
GMHCI-0775,2023,Iran,Asia,Upper-Middle,8.6,13.19,0.52,0.304,3.74,1.33,6.53,10.89,57.8,47.7,7.96,2.65,4.3,6.1,95.8,67.1,57.3,56.5,High
GMHCI-0776,2019,United Kingdom,Europe,High,16.47,20.77,0.71,0.779,2.26,2.77,8.63,14.92,25.7,83.2,8.68,6.33,10.3,22.9,55.1,22.3,22.5,69.79,High
GMHCI-0777,2016,Kenya,Africa,Lower-Middle,5.99,13.64,1.35,0.571,4.9,3.28,7.22,7.71,85.1,21.7,1.26,1.59,7.2,25.5,91.0,92.2,75.2,55.73,High
GMHCI-0778,2018,Saudi Arabia,Asia,High,17.6,17.38,2.31,0.915,6.23,3.27,10.14,13.1,42.0,82.4,17.46,4.21,11.0,13.2,80.7,53.9,22.4,68.23,High
GMHCI-0779,2017,Italy,Europe,High,9.4,14.96,0.72,0.268,8.13,2.15,3.46,8.17,40.7,86.0,20.58,9.56,6.7,18.6,63.0,46.2,11.2,45.91,Moderate
GMHCI-0780,2016,Indonesia,Asia,Lower-Middle,11.23,10.93,1.81,0.43,8.96,0.57,4.38,9.02,83.3,37.4,1.34,2.41,7.1,11.4,85.7,91.1,54.6,59.0,High
GMHCI-0781,2023,South Korea,Asia,High,16.24,19.57,0.88,0.958,3.45,2.29,4.79,7.49,49.7,81.6,18.99,4.29,6.3,25.2,95.1,54.2,21.5,61.58,High
GMHCI-0782,2021,Ukraine,Europe,Lower-Middle,9.5,7.29,0.97,0.841,4.39,3.81,11.45,4.67,79.3,20.8,1.73,0.95,4.2,13.5,66.3,29.1,78.1,50.16,High
GMHCI-0783,2018,Argentina,South America,Upper-Middle,13.6,15.51,2.14,0.692,4.48,2.77,8.66,6.5,71.3,46.1,8.25,2.42,3.2,22.0,36.8,72.1,45.7,59.78,High
GMHCI-0784,2022,Australia,Oceania,High,13.65,14.18,3.2,0.714,8.35,2.99,2.9,12.25,27.4,82.9,20.79,8.91,8.9,23.4,42.8,80.7,7.6,54.2,High
GMHCI-0785,2020,Poland,Europe,Upper-Middle,12.66,13.91,3.29,0.978,8.02,1.14,11.75,11.89,68.3,60.1,9.01,5.24,8.8,21.5,37.3,89.8,32.6,62.09,High
GMHCI-0786,2024,Egypt,Africa,Lower-Middle,8.87,11.34,0.66,0.364,6.94,3.96,3.07,10.85,81.9,32.2,1.72,0.52,8.8,17.7,71.9,53.4,59.5,59.16,High
GMHCI-0787,2022,India,Asia,Lower-Middle,11.64,9.54,1.94,0.245,7.18,1.11,7.97,9.58,79.7,24.7,0.46,1.82,3.7,24.9,52.7,44.8,84.9,63.08,High
GMHCI-0788,2024,Germany,Europe,High,17.65,21.55,1.19,0.453,3.96,1.41,11.14,14.5,27.3,95.7,9.95,11.89,4.3,12.0,57.7,70.0,0.0,68.42,High
GMHCI-0789,2017,United States,North America,High,17.79,18.33,1.99,0.285,6.0,2.16,11.35,12.05,31.0,92.6,15.19,6.81,3.7,24.8,29.6,36.2,5.4,63.66,High
GMHCI-0790,2015,New Zealand,Oceania,High,8.11,11.06,3.15,0.453,3.64,2.28,7.38,4.49,48.6,87.7,14.49,9.53,4.9,12.8,49.3,82.7,19.9,37.98,Moderate
GMHCI-0791,2018,Argentina,South America,Upper-Middle,12.07,17.27,0.7,0.852,7.75,3.14,8.7,7.03,58.5,49.2,6.32,5.34,10.1,16.5,87.1,79.9,57.0,59.73,High
GMHCI-0792,2023,Bangladesh,Asia,Lower-Middle,11.33,11.98,1.83,0.942,6.97,3.38,6.61,11.94,76.9,20.9,0.89,0.7,6.7,7.3,78.6,30.6,83.9,67.57,High
GMHCI-0793,2023,Turkey,Asia,Upper-Middle,7.7,13.57,2.65,1.156,1.08,2.87,8.84,16.33,74.9,65.9,5.1,3.43,10.0,16.2,84.2,53.8,25.8,61.05,High
GMHCI-0794,2024,Sweden,Europe,High,13.64,10.27,3.35,1.159,1.38,3.56,4.68,13.36,36.7,87.1,22.36,8.14,6.3,11.1,78.8,31.0,17.9,55.14,High
GMHCI-0795,2022,Philippines,Asia,Lower-Middle,11.74,10.46,2.67,0.787,7.17,1.7,6.39,11.51,77.1,35.0,1.01,0.85,5.5,9.1,66.1,57.6,74.1,64.72,High
GMHCI-0796,2018,Poland,Europe,Upper-Middle,8.21,11.32,2.21,0.723,8.49,1.7,6.36,10.38,51.8,67.6,5.2,5.51,8.5,25.4,71.8,52.4,42.0,50.34,High
GMHCI-0797,2024,Ethiopia,Africa,Low,4.22,8.73,1.07,0.47,1.06,1.74,5.03,4.51,88.7,17.0,0.24,0.84,5.3,24.1,70.4,66.3,88.4,46.9,Moderate
GMHCI-0798,2019,Pakistan,Asia,Lower-Middle,5.56,6.95,0.83,0.913,1.02,2.07,4.38,4.24,77.3,35.5,1.75,1.53,7.6,17.7,91.6,25.5,73.6,42.8,Moderate
GMHCI-0799,2016,Turkey,Asia,Upper-Middle,6.54,10.61,3.02,0.613,7.92,2.35,11.25,10.72,50.4,71.3,4.42,2.23,3.2,27.7,88.0,54.9,37.6,46.97,Moderate
GMHCI-0800,2024,United States,North America,High,9.25,10.54,3.42,1.186,6.39,1.12,11.11,4.5,29.2,90.6,17.4,5.75,6.9,10.8,51.6,44.7,11.9,34.93,Moderate
GMHCI-0801,2020,Brazil,South America,Upper-Middle,12.24,13.43,2.11,0.518,8.46,1.77,3.32,17.98,53.4,72.8,6.62,4.58,3.7,25.6,59.1,69.5,21.7,65.61,High
GMHCI-0802,2019,Vietnam,Asia,Lower-Middle,6.52,7.34,2.2,0.728,3.13,3.08,9.99,8.79,83.3,20.9,0.84,0.55,10.5,22.4,66.9,84.4,88.6,53.98,High
GMHCI-0803,2019,Russia,Europe,Upper-Middle,10.37,13.44,2.66,1.091,7.28,2.8,1.64,5.46,68.6,73.0,8.82,5.22,5.6,7.5,77.2,39.9,21.3,47.9,Moderate
GMHCI-0804,2016,Japan,Asia,High,10.99,18.25,2.78,0.215,8.85,1.32,4.65,12.52,43.8,92.4,19.54,8.93,10.6,25.7,32.4,65.2,10.1,57.46,High
GMHCI-0805,2024,France,Europe,High,11.21,19.99,2.8,0.63,1.79,0.6,11.01,9.26,46.4,89.6,16.61,4.66,5.2,10.6,95.9,80.3,11.9,55.49,High
GMHCI-0806,2016,Brazil,South America,Upper-Middle,13.24,9.79,0.84,0.431,8.78,2.71,7.08,16.76,50.6,65.2,9.35,4.61,9.8,18.6,42.1,64.7,39.4,64.22,High
GMHCI-0807,2024,South Korea,Asia,High,9.17,19.86,1.17,0.32,2.82,0.85,6.48,6.54,44.0,77.6,24.91,10.52,3.6,2.1,91.6,64.1,21.8,49.88,Moderate
GMHCI-0808,2024,Pakistan,Asia,Lower-Middle,5.85,10.18,0.63,0.516,6.61,1.41,4.02,8.02,73.3,40.0,0.86,0.62,7.7,16.0,46.3,48.6,52.0,47.54,Moderate
